case,roi_rows,max_precision,mean_precision,max_recall,mean_recall,max_iou,mean_iou,any_hit,agg_precision,agg_recall,agg_iou,method,task,roi_source,correct,has_matching_correct
test_029,10,0.0705,0.007049999999999999,0.0711,0.00711,0.0367,0.0036700000000000005,1,0.0182,0.0711,0.0147,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_030,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_033,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_038,3,0.0193,0.0064333333333333334,0.1292,0.04306666666666667,0.0171,0.0057,1,0.0088,0.1292,0.0083,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_040,5,0.0073,0.00146,0.002,0.0004,0.0016,0.00032,0,0.0038,0.002,0.0013,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_046,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_048,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_051,4,0.1403,0.053775,0.0211,0.01,0.0187,0.0085,1,0.0526,0.0288,0.019,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_052,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_061,7,0.6669,0.17954285714285717,0.0934,0.020928571428571432,0.0893,0.020071428571428573,1,0.0902,0.1134,0.0529,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_064,10,0.0067,0.00067,1.0,0.1,0.0067,0.00067,1,0.0031,1.0,0.0031,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_065,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_066,7,0.4655,0.08741428571428571,0.1491,0.0288,0.1273,0.023928571428571428,1,0.0955,0.2016,0.0693,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_068,10,0.7931,0.1217,0.1765,0.025490000000000002,0.1688,0.02391,1,0.1591,0.1975,0.0966,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_069,3,0.0291,0.0097,0.004,0.0013333333333333333,0.0035,0.0011666666666666668,0,0.0186,0.004,0.0033,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_071,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_073,1,0.0001,0.0001,0.0,0.0,0.0,0.0,0,0.0001,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_074,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_075,7,0.6627,0.11254285714285714,0.0535,0.009742857142857142,0.052,0.009342857142857142,1,0.1849,0.0682,0.0524,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_079,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_082,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_084,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_090,3,1.0,0.9789333333333333,0.031,0.022966666666666666,0.031,0.022933333333333333,1,0.9835,0.0689,0.0688,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_092,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_094,10,0.8331,0.08331,0.0936,0.00936,0.0919,0.00919,1,0.0787,0.0936,0.0447,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_097,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_099,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_102,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_104,10,0.7984,0.09069,0.0898,0.00988,0.0878,0.00962,1,0.1225,0.0988,0.0579,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_105,10,1.0,0.9611000000000001,0.0507,0.02146,0.0507,0.02146,0,0.9675,0.1647,0.1638,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_108,10,0.0465,0.0049299999999999995,0.2123,0.022,0.0396,0.0041600000000000005,1,0.0089,0.22,0.0087,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_110,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_113,10,1.0,0.56406,0.0214,0.00884,0.0214,0.008830000000000001,1,0.4677,0.0729,0.0674,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_116,10,0.6324,0.06323999999999999,0.0432,0.00432,0.0421,0.00421,1,0.0528,0.0432,0.0243,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_117,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_121,9,0.4507,0.10695555555555555,0.4728,0.10830000000000001,0.2718,0.06642222222222222,1,0.1002,0.749,0.097,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_122,7,0.0733,0.014685714285714286,0.0615,0.012985714285714284,0.0346,0.007071428571428571,1,0.0132,0.0645,0.011,Pathology-CoT,CAMELYON16_detection,/work/Agent_benchmark/Pathology-CoT/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_002,40,1.0,0.25,0.028,0.007000000000000001,0.028,0.007000000000000001,1,0.25,0.028,0.0259,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_004,30,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_008,113,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_013,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_021,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_026,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_029,4,0.4084,0.1021,0.0605,0.015125,0.0556,0.0139,1,0.1334,0.0605,0.0434,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_030,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_038,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,,False
test_040,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_046,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_052,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_064,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_066,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_069,6,1.0,0.3333333333333333,0.0463,0.015433333333333334,0.0463,0.015433333333333334,1,0.4961,0.0463,0.0442,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_073,1,0.167,0.167,0.0011,0.0011,0.0011,0.0011,0,0.167,0.0011,0.0011,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_079,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_090,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_094,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_102,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_105,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
test_117,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_121,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,False,True
test_122,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,slide_seek,CAMELYON16_detection,/work/Agent_benchmark/slide_seek/post_eval/CAMELYON16_detection/ROI/roi_overlap_results.csv,True,True
TCGA-A1-A0SF-01Z-00-DX1.7F252D89-EA78-419F-A969-1B7313D77499,8,0.687,0.222775,0.1063,0.0303875,0.1014,0.028525000000000002,0,0.2508,0.2261,0.135,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A1-A0SJ-01Z-00-DX1.C196FA66-C376-4016-86BC-3D8E745B3A51,12,0.7327,0.06105833333333333,0.2906,0.024216666666666668,0.2628,0.0219,1,0.1314,0.2906,0.0995,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85,6,0.0019,0.00031666666666666665,0.0021,0.00035,0.001,0.00016666666666666666,0,0.0006,0.0021,0.0005,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A2-A0CZ-01Z-00-DX1.A433A414-4F1B-4F99-8FD9-E64803F5E042,17,0.6633,0.077,0.1089,0.009529411764705883,0.1032,0.009094117647058824,0,0.1061,0.1564,0.0675,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A2-A0EW-01Z-00-DX1.F24495CB-63D8-483F-9834-F761E3F16BF0,10,0.9571,0.28894000000000003,0.1984,0.05445,0.1967,0.05114,0,0.3456,0.5173,0.2613,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A2-A0T6-01Z-00-DX1.207A3883-5B41-40EB-95A1-D64C9610650B,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,,False
TCGA-A2-A1FW-01Z-00-DX1.DC2BC5D7-E57B-444E-833F-9A1B6E11DE6D,5,1.0,1.0,0.0962,0.04996,0.0962,0.04996,1,1.0,0.2451,0.2451,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A2-A1FX-01Z-00-DX1.35B93F3A-9959-4D72-A702-08B27563D24F,12,1.0,0.19000000000000003,0.0437,0.008266666666666667,0.0437,0.008233333333333334,1,0.1003,0.0988,0.0524,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A2-A259-01Z-00-DX1.7289CD72-CB74-41D4-B4AC-4EA5FDFEC666,7,0.6066,0.08665714285714286,0.0621,0.008871428571428572,0.0597,0.008528571428571429,1,0.0496,0.0621,0.0284,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A2-A25A-01Z-00-DX1.6D311E39-9F96-4775-B9DA-8D034D1AD1DC,12,1.0,0.3985833333333333,0.0635,0.016633333333333333,0.0613,0.016200000000000003,1,0.3552,0.1964,0.1448,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A2-A3XU-01Z-00-DX1.174A92D4-50B2-4A59-AD31-D5EC5BBF2F65,12,1.0,0.5868,0.0921,0.027425,0.0915,0.027150000000000004,1,0.5809,0.2503,0.212,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A2-A3XY-01Z-00-DX1.E57FC9BF-411E-4028-AC10-8BCA5D0C8472,12,1.0,0.74805,0.1379,0.05076666666666666,0.1379,0.050499999999999996,1,0.7152,0.4681,0.3945,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A7-A0CJ-01Z-00-DX2.4B591117-5FC9-4B43-8A45-444CCCABC666,10,0.989,0.28675,0.4795,0.12069999999999999,0.3834,0.09657,1,0.157,0.8616,0.1531,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A7-A13G-01Z-00-DX1.C258C545-8C1F-41D4-846F-962A746CBDFB,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,,False
TCGA-A7-A13H-01Z-00-DX2.6C937651-4D3E-475D-99F6-4A9FD25CD48B,6,0.1506,0.034866666666666664,0.1737,0.031933333333333334,0.0877,0.016883333333333334,0,0.0396,0.1737,0.0333,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A8-A07U-01Z-00-DX1.69D356C3-C7FC-47E9-B753-BE421263343F,6,0.5574,0.0929,0.0391,0.006516666666666667,0.0379,0.0063166666666666675,0,0.0518,0.0391,0.0228,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-A8-A08L-01Z-00-DX1.0FC652B1-336D-4198-93FE-58D2214866D3,10,0.7033,0.10221,0.1799,0.02345,0.1672,0.021289999999999996,0,0.1438,0.2189,0.095,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A8-A08R-01Z-00-DX1.72FBD9A3-5EB9-4855-89EB-697883C2EA9B,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,,False
TCGA-A8-A08Z-01Z-00-DX1.D0AADCA6-C27C-4FB8-89C1-94B5901146E7,9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A8-A097-01Z-00-DX1.4D06990E-E759-40F0-9106-59408CF350E5,12,1.0,0.37822500000000003,0.1896,0.053799999999999994,0.1736,0.04933333333333333,1,0.218,0.4774,0.176,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-A8-A09Q-01Z-00-DX1.C7240AFB-5971-4577-812C-A255C249001A,2,0.8169,0.40845,0.1149,0.05745,0.112,0.056,0,0.1634,0.1149,0.0723,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-AC-A2FF-01Z-00-DX1.012DAC86-E05C-44FA-81C2-FE4C754F409C,18,0.3421,0.041244444444444445,0.6027,0.06323333333333332,0.2792,0.029272222222222224,1,0.071,1.0,0.071,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AC-A2FG-01Z-00-DX1.0F13DE40-9F7A-42C6-AB3D-02E8521B690A,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,,False
TCGA-AC-A3TM-01Z-00-DX1.4421EE37-A2CC-4638-AC44-9C26CB09FDC1,2,0.9196,0.8384,0.0539,0.0325,0.0537,0.03235,0,0.9196,0.0539,0.0537,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AC-A5XS-01Z-00-DX1.E5F2481E-9314-4B20-84B7-370EF82AF4BB,5,0.4546,0.15510000000000002,0.3508,0.08220000000000001,0.2469,0.05998,0,0.1471,0.3543,0.116,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-AN-A0XS-01Z-00-DX1.B4D4B73E-2912-4B2E-B18A-FBC35F8160D3,4,0.6513,0.240475,0.0924,0.0548,0.0725,0.044075,0,0.1034,0.1344,0.0621,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AN-A0XW-01Z-00-DX1.811E11E7-FA67-46BB-9BC6-1FD0106B789D,7,0.2233,0.045099999999999994,0.1466,0.033600000000000005,0.0677,0.018257142857142857,0,0.0351,0.2352,0.0315,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AO-A03T-01Z-00-DX1.8B75E203-6DC8-4AC9-A256-6FCB818DA0DD,2,0.1437,0.07185,0.0718,0.0359,0.0503,0.02515,0,0.1437,0.0718,0.0503,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AO-A0J9-01Z-00-DX1.E37C342B-9B6A-4BEE-B064-A82C3579CC66,4,0.7743,0.375475,0.2866,0.09570000000000001,0.2539,0.08595,1,0.2396,0.294,0.1521,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-AO-A0JE-01Z-00-DX1.82D33053-E305-47D8-9B02-B55511EBB06D,2,0.9997,0.88105,0.2418,0.16055,0.2248,0.15205,1,0.7625,0.2419,0.2249,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-AO-A12D-01Z-00-DX1.BA006BAD-5C6E-4099-BC99-3888E69F506E,2,0.9985,0.6997500000000001,0.2372,0.12664999999999998,0.2371,0.12645,1,0.912,0.2533,0.2473,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
TCGA-AO-A1KP-01Z-00-DX1.612442AB-24E2-489B-9838-7CEE82BCD605,5,0.9562,0.5802400000000001,0.4123,0.14396,0.4047,0.1358,1,0.4317,0.5914,0.3326,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136,25,1.0,0.46427599999999997,0.1279,0.030176,0.1265,0.029716,1,0.4168,0.5846,0.3216,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,True,True
TCGA-AQ-A7U7-01Z-00-DX1.AB5629A1-399E-402B-AD3D-DAF9F97D8300,34,0.8393,0.037647058823529415,0.4227,0.01605294117647059,0.391,0.014497058823529411,1,0.064,0.5227,0.0604,CPathAgent,TCGA_BRCA_subtype,/work/Agent_benchmark/CPathAgent/post_eval/TCGA_BRCA_subtype/ROI/roi_overlap_results.csv,False,True
